,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
16752.0,42,0,384236,0,14,6,6,1,3,1,7688,0,40,22,0
16753.0,29,0,168470,12,9,1,1,0,3,1,0,0,40,22,2
16754.0,26,5,80485,13,13,1,6,4,3,2,0,0,38,22,2
16755.0,38,6,181705,12,9,6,8,1,3,1,0,0,24,22,2
16756.0,24,0,216867,2,6,1,14,5,3,1,0,0,30,3,2
16757.0,43,7,214541,10,10,6,4,1,3,1,0,0,40,22,0
16758.0,38,0,383239,2,6,6,7,1,3,1,3103,0,40,22,0
16759.0,28,0,70034,13,13,6,3,1,3,1,0,0,45,22,0
16760.0,18,6,266287,10,10,1,8,0,3,2,0,0,25,22,2
16761.0,44,0,128485,14,11,6,7,1,5,1,0,0,40,22,2
16762.0,81,6,89015,12,9,6,8,1,3,1,0,0,18,22,2
16763.0,55,0,106740,12,9,6,4,1,3,1,0,0,40,22,0
16764.0,52,0,167527,4,7,2,14,6,5,2,0,0,40,22,2
16765.0,31,0,19302,13,13,6,6,1,3,1,0,0,40,22,0
16766.0,35,0,210150,12,9,5,5,6,3,2,0,0,40,22,2
16767.0,39,0,179824,12,9,1,13,6,5,2,0,0,36,22,2
16768.0,27,0,420351,12,9,1,1,0,3,1,0,0,40,22,2
16769.0,23,2,215443,10,10,1,5,4,3,1,0,0,15,22,2
16770.0,26,0,116044,4,7,0,7,5,3,1,2907,0,50,22,2
16771.0,33,0,215306,14,11,1,14,4,3,1,0,0,40,15,2
16772.0,39,0,108069,10,10,1,7,6,3,2,0,0,40,22,2
16773.0,44,0,260046,12,9,5,1,4,3,1,0,0,40,22,2
16774.0,38,0,31053,12,9,5,4,6,3,2,0,0,40,22,2
16775.0,18,0,362302,11,8,1,14,0,3,1,0,0,15,22,2
16776.0,54,0,87205,12,9,2,14,4,3,2,0,0,15,22,2
16777.0,45,0,191703,12,9,1,5,0,5,2,0,0,40,22,2
16778.0,43,0,242968,0,14,6,4,1,0,1,0,0,40,25,0
16779.0,23,5,185575,13,13,1,6,0,3,2,0,0,40,22,2
16780.0,37,0,177858,10,10,1,4,4,3,1,2174,0,40,22,2
16781.0,33,1,73585,4,7,6,7,1,3,1,0,0,50,22,2
16782.0,45,0,301802,13,13,6,1,1,3,1,0,0,50,22,0
16783.0,32,3,108467,13,13,1,4,4,3,1,0,0,55,22,2
16784.0,47,0,431245,15,4,6,7,1,3,1,0,0,40,22,2
16785.0,44,0,157217,1,12,6,6,1,3,1,0,0,40,22,0
16786.0,22,0,204935,12,9,1,13,0,3,1,0,0,40,22,2
16787.0,17,0,277112,4,7,1,3,0,3,1,0,0,30,22,2
16788.0,64,3,59145,9,16,6,4,1,3,1,0,1902,60,22,0
16789.0,30,5,159773,13,13,6,2,1,3,1,0,0,45,22,0
16790.0,51,0,118793,13,13,6,6,1,3,1,0,0,70,22,0
16791.0,26,2,152457,12,9,1,2,4,3,1,0,0,40,22,2
16792.0,31,0,187901,10,10,1,3,4,3,2,0,1504,40,22,2
16793.0,50,0,266529,4,7,6,7,1,3,1,0,0,40,22,2
16794.0,18,6,256179,10,10,1,8,0,3,1,594,0,10,22,2
16795.0,63,0,113756,12,9,1,4,0,3,2,0,0,40,22,2
16796.0,48,0,83444,14,11,6,4,1,3,1,0,0,43,22,0
16797.0,37,3,30529,13,13,6,3,1,3,1,0,2415,50,22,0
16798.0,51,6,146325,12,9,6,8,1,3,1,0,0,28,22,2
16799.0,29,0,198825,12,9,1,4,4,3,2,0,0,38,22,2
16800.0,69,0,71489,0,14,6,6,1,3,1,0,0,25,22,2
16801.0,56,0,111218,12,9,6,1,1,3,1,0,0,60,22,2
16802.0,26,6,221626,13,13,6,8,2,3,2,0,0,40,22,2
16803.0,39,5,203482,0,14,6,6,1,3,1,7298,0,40,22,0
16804.0,42,1,352196,12,9,0,14,4,3,2,0,0,22,22,2
16805.0,41,7,355918,12,9,6,9,1,3,1,0,0,40,22,0
16806.0,45,0,168262,12,9,6,13,1,3,1,0,1887,40,22,0
16807.0,23,0,182615,10,10,1,5,0,3,1,0,0,40,22,2
16808.0,29,0,211482,13,13,1,6,4,3,1,0,0,50,22,0
16809.0,34,0,386370,10,10,6,7,1,3,1,0,0,50,22,2
16810.0,31,6,85077,13,13,6,8,2,3,2,0,1902,20,22,0
16811.0,46,5,180010,13,13,6,6,2,3,2,0,0,40,22,0
16812.0,46,8,142210,12,9,6,13,2,3,2,0,0,25,22,2
16813.0,33,0,415706,3,3,0,14,6,3,2,0,0,40,3,2
16814.0,46,0,237731,14,11,6,5,1,3,1,0,0,40,22,2
16815.0,26,0,343506,12,9,1,14,0,5,2,0,0,40,22,2
16816.0,49,5,116163,13,13,5,6,6,3,2,0,0,50,42,2
16817.0,66,6,206560,12,9,2,8,4,2,2,0,0,35,38,2
16818.0,55,2,153451,12,9,6,9,2,3,2,0,1887,40,22,0
16819.0,35,0,301862,12,9,6,13,1,3,1,0,0,40,22,2
16820.0,27,0,33429,10,10,5,5,6,3,2,0,0,40,22,2
16821.0,31,0,169583,12,9,1,4,0,3,2,0,0,40,22,2
16822.0,47,0,146497,10,10,0,5,6,3,2,0,0,16,39,2
16823.0,48,1,383384,12,9,6,7,1,3,1,0,0,40,22,0
16824.0,27,0,240809,10,10,1,5,4,3,2,0,0,56,22,2
16825.0,38,0,203763,12,9,5,5,4,3,2,0,0,40,22,2
16826.0,27,0,218785,12,9,6,4,2,3,2,0,0,40,22,2
16827.0,23,6,381741,1,12,1,8,0,3,1,0,1721,20,22,2
16828.0,17,0,244602,11,8,1,14,0,3,1,0,0,15,22,2
16829.0,44,2,175696,13,13,6,4,1,3,1,0,0,40,22,0
16830.0,26,0,101027,12,9,6,3,1,3,1,0,0,48,22,2
16831.0,37,0,99270,12,9,1,1,5,3,2,0,0,40,22,2
16832.0,49,0,224393,13,13,6,4,1,3,1,0,0,55,22,0
16833.0,42,0,192381,12,9,6,7,1,3,1,0,0,40,22,0
16834.0,26,0,131686,13,13,1,6,4,3,2,0,0,40,22,2
16835.0,73,6,84390,14,11,4,8,4,3,2,0,0,32,22,2
16836.0,44,0,277533,10,10,6,7,1,3,1,0,0,40,22,2
16837.0,47,0,72880,0,14,1,6,4,3,2,0,0,40,22,2
16838.0,28,6,149646,10,10,5,8,0,3,2,0,0,20,26,2
16839.0,49,0,209057,10,10,5,9,4,3,1,0,0,40,22,2
16840.0,17,0,108909,12,9,1,3,0,3,2,0,0,20,22,2
16841.0,42,0,74949,10,10,5,6,4,3,1,0,0,40,22,2
16842.0,30,0,235639,2,6,6,7,1,3,1,0,0,40,22,2
16843.0,36,2,137421,14,11,6,9,1,0,1,0,0,37,18,2
16844.0,53,0,122412,13,13,1,6,4,3,2,0,0,40,22,2
16845.0,23,0,434894,12,9,6,12,1,5,1,0,0,40,22,2
16846.0,35,0,379959,12,9,5,14,4,3,2,0,0,40,22,2
16847.0,32,0,95885,4,7,1,7,4,1,1,13550,0,60,22,0
16848.0,39,0,225330,13,13,2,6,6,3,2,0,0,50,40,0
16849.0,40,0,32627,0,14,6,6,1,3,1,0,0,60,22,2
16850.0,28,0,65171,10,10,6,5,1,3,1,0,0,40,22,2
16851.0,32,0,193380,12,9,1,1,0,3,1,0,0,40,22,2
16852.0,42,0,184823,10,10,1,5,0,3,2,0,0,40,22,2
16853.0,35,0,81259,13,13,1,5,4,3,2,0,0,43,22,2
16854.0,35,0,301369,11,8,1,13,6,5,2,0,0,40,22,2
16855.0,21,0,190968,12,9,1,13,0,3,1,0,0,40,22,2
16856.0,71,0,196610,15,4,2,4,4,3,1,6097,0,40,22,0
16857.0,31,0,330715,12,9,0,14,4,3,1,0,0,40,22,2
16858.0,25,5,77698,10,10,1,5,6,5,2,0,0,40,22,2
16859.0,35,0,139770,12,9,1,5,0,3,2,6849,0,40,22,2
16860.0,24,0,109053,12,9,1,14,5,3,1,0,0,25,22,2
16861.0,69,0,312653,10,10,6,3,1,3,1,0,0,25,22,2
16862.0,35,1,193260,0,14,6,3,1,0,1,0,0,40,26,0
16863.0,35,0,331831,13,13,6,3,1,3,1,0,0,40,22,2
16864.0,42,0,54202,13,13,1,3,4,3,1,10520,0,50,22,0
16865.0,51,0,163948,14,11,6,9,1,3,1,0,0,40,22,0
16866.0,48,0,36228,12,9,5,1,4,3,1,0,0,44,22,2
16867.0,49,0,160167,14,11,6,5,1,3,1,0,0,40,22,2
16868.0,53,0,178356,1,12,6,4,1,3,1,2407,0,99,22,2
16869.0,43,0,104196,10,10,6,5,1,3,1,0,0,40,22,2
16870.0,53,0,288353,13,13,6,4,1,3,1,0,0,40,22,0
16871.0,35,0,187693,12,9,1,13,0,3,1,0,0,40,22,2
16872.0,36,0,114988,12,9,1,14,4,3,2,0,0,40,22,2
16873.0,34,5,117392,0,14,1,6,4,3,2,0,0,40,22,2
16874.0,48,0,121124,10,10,6,14,1,3,1,0,0,40,22,0
16875.0,53,0,195638,12,9,5,5,4,3,2,0,0,40,22,2
16876.0,37,0,245053,10,10,5,12,0,3,1,0,1504,40,22,2
16877.0,49,2,216734,6,15,5,4,4,3,2,0,0,40,22,2
16878.0,30,6,197827,10,10,6,8,1,3,1,0,0,40,22,2
16879.0,41,0,49156,12,9,6,7,1,3,1,0,0,40,22,2
16880.0,25,0,126133,10,10,1,14,0,3,2,0,0,40,22,2
16881.0,24,0,304463,10,10,6,7,1,3,1,0,0,65,22,2
16882.0,34,0,214288,12,9,1,7,0,3,1,0,0,40,22,2
16883.0,29,0,274969,12,9,1,7,6,3,2,0,0,42,22,2
16884.0,23,0,189072,13,13,1,9,4,5,2,0,0,45,22,2
16885.0,46,0,128047,10,10,0,3,4,3,1,0,0,42,22,2
16886.0,20,0,210338,10,10,1,14,0,3,2,0,0,15,22,2
16887.0,63,0,122442,11,8,6,7,1,3,1,0,0,40,22,2
16888.0,40,1,167081,0,14,6,3,1,3,1,3103,0,50,22,2
16889.0,33,0,251421,1,12,5,6,4,3,1,0,0,50,22,2
16890.0,24,7,219519,10,10,1,5,0,5,2,0,0,40,22,2
16891.0,36,0,33355,10,10,1,14,0,3,1,0,0,45,22,2
16892.0,25,0,441210,12,9,1,6,0,3,1,0,0,40,22,2
16893.0,54,5,178356,7,5,6,14,1,3,1,0,0,40,22,2
16894.0,50,1,231196,13,13,5,3,4,3,1,0,0,50,22,2
16895.0,58,2,40925,13,13,6,4,1,3,1,0,0,40,22,2
16896.0,17,0,270587,4,7,1,14,0,3,1,0,0,20,6,2
16897.0,40,0,219266,12,9,6,4,1,3,1,7688,0,50,22,0
16898.0,27,0,114967,13,13,1,3,0,3,1,0,0,40,22,2
16899.0,20,0,344492,12,9,0,3,0,3,2,0,0,26,22,2
16900.0,22,0,369387,4,7,6,7,1,3,1,0,0,35,22,2
16901.0,80,1,101771,4,7,6,4,1,3,1,0,0,25,22,2
16902.0,52,0,137428,12,9,5,1,4,3,1,0,0,45,22,2
16903.0,40,7,121012,13,13,6,5,1,3,1,7298,0,48,22,0
16904.0,48,0,139290,2,6,0,13,0,3,2,0,0,48,22,2
16905.0,62,0,199193,12,9,6,12,1,3,1,0,0,25,22,2
16906.0,32,0,286689,1,12,6,9,1,3,1,0,0,42,22,0
16907.0,21,6,123727,10,10,1,8,4,3,2,0,0,28,22,2
16908.0,58,7,208640,13,13,6,4,1,3,1,0,0,40,22,0
16909.0,37,1,120130,0,14,6,4,1,3,1,0,0,60,22,0
16910.0,29,3,241431,9,16,6,6,1,3,1,0,0,35,22,0
16911.0,25,0,120450,12,9,1,14,4,3,1,0,0,40,22,2
16912.0,26,0,152240,10,10,1,13,0,3,1,0,0,40,22,2
16913.0,50,0,200960,10,10,6,3,1,3,1,0,0,50,22,2
16914.0,30,7,314310,13,13,6,6,1,3,1,0,0,40,22,0
16915.0,30,5,44566,13,13,6,6,1,3,1,0,0,80,22,2
16916.0,59,0,21792,12,9,2,14,4,3,2,0,0,10,22,2
16917.0,36,0,182074,12,9,1,12,0,3,1,0,0,40,22,2
16918.0,37,0,221850,0,14,6,4,1,3,1,0,0,50,2,0
16919.0,42,0,240628,13,13,6,4,2,3,2,0,0,40,22,0
16920.0,34,0,318641,13,13,6,4,1,5,1,0,0,45,22,0
16921.0,27,1,140863,7,5,6,7,1,3,1,0,0,40,22,2
16922.0,39,0,129150,13,13,6,9,1,3,1,0,0,50,22,0
16923.0,41,0,143003,14,11,6,14,1,0,1,7298,0,60,25,0
16924.0,34,1,198664,13,13,6,7,1,0,1,15024,0,70,0,0
16925.0,41,0,244945,10,10,6,4,1,3,1,0,0,40,22,2
16926.0,50,0,138514,10,10,5,5,6,5,2,0,0,40,22,2
16927.0,18,0,92008,12,9,1,12,5,3,2,0,0,28,22,2
16928.0,23,0,207415,13,13,1,4,0,3,2,0,0,15,22,2
16929.0,26,0,188626,12,9,6,7,1,3,1,0,0,48,22,2
16930.0,38,0,257250,10,10,6,1,1,3,1,7298,0,60,22,0
16931.0,27,0,133696,10,10,6,6,1,3,1,0,0,88,22,2
16932.0,21,0,195919,2,6,1,12,4,2,1,0,0,40,29,2
16933.0,41,0,119266,12,9,6,14,1,3,1,0,0,40,22,2
16934.0,42,1,140474,1,12,5,7,0,1,1,0,0,35,22,2
16935.0,25,0,69739,2,6,1,13,0,3,1,0,0,40,22,2
16936.0,43,0,293176,13,13,6,3,1,3,1,0,0,40,22,0
16937.0,23,0,217961,10,10,1,12,0,3,1,0,0,15,22,2
16938.0,40,5,163725,13,13,6,6,1,3,1,7688,0,40,22,0
16939.0,23,0,419394,10,10,1,3,0,5,1,0,0,9,22,2
16940.0,18,0,220836,4,7,1,14,4,3,2,0,0,20,22,2
16941.0,37,0,334291,13,13,1,4,4,3,1,0,0,50,22,2
16942.0,58,0,298601,7,5,6,13,1,5,1,3781,0,40,22,2
16943.0,36,0,200360,10,10,1,7,4,3,1,0,0,40,22,2
16944.0,36,0,203482,1,12,6,6,1,3,1,0,0,40,22,0
16945.0,25,0,99126,14,11,6,6,2,3,2,7688,0,40,22,0
16946.0,62,0,109190,13,13,6,4,1,3,1,15024,0,40,22,0
16947.0,34,0,34848,10,10,6,1,1,3,1,4064,0,40,22,2
16948.0,27,0,29732,13,13,1,6,4,3,2,4865,0,36,22,2
16949.0,23,0,87867,12,9,1,3,0,3,1,0,0,35,22,2
16950.0,55,0,123515,12,9,5,5,4,3,2,0,0,40,22,2
16951.0,42,0,175935,12,9,6,13,1,3,1,0,0,40,22,2
16952.0,22,0,229456,12,9,1,5,0,5,2,0,0,38,22,2
16953.0,44,0,184105,1,12,6,3,1,3,1,4386,0,40,22,0
16954.0,42,5,99554,10,10,6,1,1,3,1,0,0,40,22,2
16955.0,21,0,190227,12,9,1,5,6,3,1,0,0,40,22,2
16956.0,25,0,29020,1,12,5,5,4,5,2,0,0,45,22,2
16957.0,31,0,306459,8,2,0,12,6,3,1,0,0,35,14,2
16958.0,42,0,193995,10,10,5,7,4,3,1,0,0,38,22,2
16959.0,26,0,105059,7,5,6,7,1,3,1,0,0,20,22,2
16960.0,62,0,71751,10,10,6,4,1,3,1,0,1977,98,22,0
16961.0,28,0,176683,13,13,6,4,1,3,1,5178,0,50,22,0
16962.0,34,0,342709,0,14,6,4,1,3,1,0,0,40,22,2
16963.0,51,0,53838,13,13,6,12,1,3,1,0,0,40,22,2
16964.0,45,5,209482,0,14,6,6,2,3,2,0,0,45,22,0
16965.0,44,0,214242,10,10,6,1,1,3,1,0,0,50,22,0
16966.0,47,6,34458,15,4,6,8,1,3,1,0,0,10,22,2
16967.0,35,0,100375,10,10,4,0,0,3,1,0,0,40,22,2
16968.0,46,0,149949,15,4,6,1,1,3,1,0,0,40,22,2
16969.0,46,0,189762,1,12,1,9,4,3,1,0,0,56,22,2
16970.0,46,0,79874,13,13,6,4,1,3,1,0,0,53,22,0
16971.0,66,1,104576,13,13,6,4,1,3,1,0,0,8,22,0
16972.0,34,2,355700,12,9,0,5,6,3,2,0,0,20,22,2
16973.0,26,0,213625,1,12,6,3,1,3,1,0,0,40,22,2
16974.0,29,0,204984,12,9,6,7,1,3,1,0,0,40,22,0
16975.0,30,0,144593,12,9,1,14,4,5,1,0,0,40,26,2
16976.0,23,0,217169,13,13,1,5,0,3,2,0,0,40,22,2
16977.0,46,0,184883,7,5,6,13,2,3,2,0,0,40,22,2
16978.0,44,6,136419,2,6,6,8,1,3,1,0,0,40,22,2
16979.0,54,0,57758,0,14,6,3,1,3,1,0,0,68,22,0
16980.0,54,1,30908,15,4,6,0,1,3,1,0,0,60,22,2
16981.0,71,0,217971,7,5,2,3,6,3,2,0,0,13,22,2
16982.0,51,0,160703,11,8,6,7,1,3,1,0,0,45,22,2
16983.0,32,0,142675,12,9,1,7,4,3,1,0,0,40,22,2
16984.0,75,6,248833,12,9,7,8,2,3,2,2653,0,14,22,2
16985.0,57,0,171242,4,7,4,7,4,3,1,0,0,40,13,2
16986.0,34,0,376979,7,5,1,7,4,3,1,0,0,40,22,2
16987.0,40,0,175935,13,13,5,3,4,3,1,14084,0,40,22,0
16988.0,21,0,277530,12,9,1,4,0,3,2,0,0,40,22,2
16989.0,50,0,104501,0,14,6,6,1,3,1,0,0,40,22,0
16990.0,32,0,94041,14,11,1,7,4,3,1,0,0,44,28,2
16991.0,37,5,593246,13,13,6,6,2,3,2,0,0,50,22,0
16992.0,19,0,121074,15,4,6,7,1,3,1,0,0,99,22,2
16993.0,64,0,192596,12,9,2,5,4,3,2,0,0,30,22,2
16994.0,17,0,142457,4,7,1,14,0,5,1,0,0,20,22,2
16995.0,37,0,136028,14,11,6,14,1,3,1,0,0,40,22,2
16996.0,32,0,216145,10,10,1,7,4,3,1,4650,0,45,22,2
16997.0,20,0,157894,10,10,1,14,0,5,1,0,0,20,22,2
16998.0,39,1,164593,9,16,1,6,4,3,1,4787,0,40,22,0
16999.0,18,0,252993,11,8,1,12,0,3,1,0,0,40,8,2
17000.0,42,0,145711,0,14,6,6,1,3,1,0,1902,50,22,0
17001.0,43,0,358199,10,10,6,3,1,3,1,3103,0,40,22,0
17002.0,42,0,219591,13,13,6,5,1,3,1,0,0,55,22,0
17003.0,53,5,205005,13,13,6,6,2,3,2,0,0,60,22,0
17004.0,52,0,221936,12,9,6,3,1,3,1,0,0,40,22,2
17005.0,51,0,120914,2,6,1,0,0,3,1,0,0,40,22,2
17006.0,77,3,155761,10,10,6,3,1,3,1,0,0,8,22,2
17007.0,25,0,195914,10,10,1,3,0,5,2,3418,0,30,22,2
17008.0,38,5,236687,10,10,1,6,0,3,1,0,0,40,22,2
17009.0,20,0,318036,12,9,1,14,4,3,1,0,0,40,22,2
17010.0,23,0,53306,12,9,1,7,4,3,1,0,0,30,22,2
17011.0,27,0,174645,12,9,1,5,0,3,2,0,0,40,22,2
17012.0,19,0,321817,4,7,1,14,0,3,2,0,0,40,22,2
17013.0,41,0,206948,13,13,6,3,1,3,1,0,0,40,22,0
17014.0,47,7,402975,10,10,6,4,1,5,1,0,0,40,22,2
17015.0,72,6,289930,13,13,0,8,4,3,2,991,0,7,22,2
17016.0,42,0,367049,0,14,1,4,4,3,2,4650,0,40,22,2
17017.0,36,0,143486,13,13,6,3,1,3,1,0,0,40,22,0
17018.0,42,3,27187,0,14,6,0,1,3,1,0,0,60,22,0
17019.0,24,0,187717,13,13,1,5,0,3,2,0,0,40,22,2
17020.0,22,0,378104,12,9,1,12,0,3,1,0,0,40,22,2
17021.0,29,0,113870,8,2,6,14,1,3,1,0,0,40,26,2
17022.0,42,0,252518,6,15,6,4,1,3,1,15024,0,40,22,0
17023.0,24,0,326334,13,13,1,6,0,3,1,0,0,20,22,2
17024.0,41,0,279914,10,10,6,5,1,3,1,0,0,45,22,0
17025.0,29,0,320451,12,9,1,2,4,0,1,0,0,40,19,2
17026.0,36,0,207853,12,9,5,7,0,3,1,0,0,40,22,2
17027.0,78,3,237294,12,9,2,3,4,3,1,0,0,45,22,0
17028.0,43,0,112181,14,11,6,9,2,3,2,0,1902,32,22,0
17029.0,34,2,259705,10,10,0,4,0,3,2,0,0,40,22,2
17030.0,20,6,117789,10,10,1,8,0,3,2,0,0,40,22,2
17031.0,24,0,449432,11,8,6,7,1,3,1,0,0,40,22,2
17032.0,36,7,89083,14,11,6,9,1,3,1,0,0,40,22,2
17033.0,49,0,59612,10,10,6,3,1,3,1,0,0,44,22,2
17034.0,21,0,129980,7,5,1,1,0,3,1,0,0,40,22,2
17035.0,51,0,108233,1,12,0,14,4,5,2,0,0,40,22,2
17036.0,30,0,342709,12,9,6,9,1,3,1,0,0,40,22,2
17037.0,37,0,126675,12,9,1,7,4,3,1,0,0,40,22,2
17038.0,30,0,141118,14,11,1,5,4,3,2,0,0,40,22,2
17039.0,20,6,273701,10,10,1,8,5,5,1,34095,0,10,22,2
17040.0,46,0,173243,12,9,6,7,1,3,1,0,0,40,22,2
17041.0,24,5,161092,12,9,1,14,0,3,1,0,0,40,22,2
17042.0,32,0,209691,13,13,6,3,1,3,1,0,0,42,22,0
17043.0,36,0,89508,10,10,5,6,4,3,1,0,0,50,22,2
17044.0,30,0,399522,4,7,4,12,6,3,2,0,0,40,22,2
17045.0,60,2,136939,10,10,6,1,1,3,1,0,0,40,22,2
17046.0,56,5,264436,10,10,5,4,4,3,2,0,0,40,22,2
17047.0,57,0,199572,4,7,6,13,1,3,1,0,0,40,22,2
17048.0,61,7,28291,13,13,6,4,2,3,2,0,0,40,22,2
17049.0,50,0,215990,12,9,6,7,1,3,1,0,0,40,22,0
17050.0,56,1,179594,12,9,6,4,1,3,1,0,0,48,22,2
17051.0,61,3,139391,10,10,6,3,1,3,1,0,1902,35,22,0
17052.0,45,0,187370,0,14,5,4,6,3,1,7430,0,70,22,0
17053.0,31,0,473133,0,14,6,6,1,3,1,5178,0,40,22,0
17054.0,60,1,205246,12,9,1,4,4,5,1,0,2559,50,22,0
17055.0,26,0,182308,10,10,6,6,1,3,1,0,0,40,22,2
17056.0,56,1,51662,4,7,6,14,2,3,2,0,0,40,22,2
17057.0,45,0,289468,4,7,2,14,6,3,2,0,0,40,22,2
17058.0,28,0,201954,1,12,1,4,4,3,1,0,0,65,22,0
17059.0,45,1,26781,10,10,6,4,1,1,1,0,0,40,22,2
17060.0,58,0,100960,7,5,6,12,1,3,1,0,0,40,22,2
17061.0,38,0,203761,14,11,1,9,4,3,2,2354,0,40,22,2
17062.0,23,0,213811,13,13,1,4,0,3,2,0,0,40,22,2
17063.0,49,0,124672,12,9,6,7,1,3,1,0,0,40,22,0
17064.0,19,0,219300,10,10,1,3,0,3,2,0,0,25,22,2
17065.0,22,0,270436,12,9,1,14,0,3,1,0,0,40,22,2
17066.0,23,0,212619,12,9,6,13,1,3,1,0,0,50,22,2
17067.0,23,0,193586,12,9,6,5,2,3,2,3908,0,40,22,2
17068.0,40,0,84136,12,9,6,7,1,3,1,0,0,25,22,2
17069.0,55,7,264834,13,13,1,6,4,3,2,0,0,40,22,2
17070.0,34,2,98995,14,11,1,6,4,3,2,0,0,40,22,2
17071.0,21,0,278254,12,9,6,13,1,5,1,0,0,40,22,2
17072.0,28,0,167987,12,9,1,14,0,3,2,0,0,40,22,2
17073.0,43,7,72887,13,13,4,9,4,0,1,0,0,40,22,2
17074.0,17,0,176467,7,5,1,1,4,3,1,0,0,20,22,2
17075.0,51,1,85902,2,6,2,1,5,3,2,0,0,40,22,2
17076.0,37,0,223433,12,9,6,3,1,3,1,0,0,40,22,0
17077.0,54,3,108435,13,13,6,3,1,3,1,0,0,50,22,0
17078.0,24,0,172496,13,13,1,3,4,3,1,0,0,30,22,2
17079.0,35,0,241998,12,9,6,7,1,3,1,0,0,40,22,0
17080.0,48,0,245948,12,9,1,13,4,5,2,2174,0,40,22,2
17081.0,23,0,187513,14,11,1,13,0,3,1,0,0,40,22,2
17082.0,24,0,440138,12,9,1,11,4,3,2,0,0,45,6,2
17083.0,24,0,218215,14,11,1,5,0,3,2,0,0,20,22,2
17084.0,50,0,158948,15,4,6,7,1,3,1,3411,0,40,22,2
17085.0,34,0,94413,12,9,6,1,1,3,1,0,0,40,22,0
17086.0,45,0,183598,12,9,5,5,4,3,2,0,0,40,22,2
17087.0,36,0,192664,4,7,1,7,0,3,1,0,0,40,22,2
17088.0,33,0,392812,13,13,6,4,1,3,1,0,0,45,22,0
17089.0,21,0,155818,12,9,1,14,0,3,2,0,0,20,22,2
17090.0,32,0,195000,12,9,6,7,1,3,1,0,0,40,22,2
17091.0,22,0,308205,3,3,1,0,5,3,1,0,0,40,3,2
17092.0,53,0,104879,12,9,6,9,1,3,1,0,0,40,22,0
17093.0,36,0,152307,12,9,6,13,1,3,1,0,0,40,22,2
17094.0,22,0,145964,13,13,1,3,0,3,1,0,0,40,22,2
17095.0,47,0,97419,12,9,6,2,2,5,2,0,0,40,22,2
17096.0,25,6,12285,10,10,1,8,4,1,2,0,0,20,22,2
17097.0,30,0,263150,12,9,5,13,6,3,2,0,0,20,22,2
17098.0,49,6,189885,12,9,2,8,4,5,2,0,0,40,22,2
17099.0,23,0,151888,10,10,1,3,0,3,1,0,0,40,22,2
17100.0,40,0,254167,2,6,0,1,0,3,1,0,0,35,22,2
17101.0,45,5,331482,1,12,5,9,0,3,1,0,0,40,22,2
17102.0,61,5,177189,13,13,6,6,1,3,1,0,0,42,22,2
17103.0,35,0,186886,12,9,5,4,6,3,2,0,0,55,22,2
17104.0,20,0,33221,10,10,1,14,0,3,2,0,0,25,22,2
17105.0,27,0,188171,2,6,1,5,0,3,1,0,0,60,22,2
17106.0,23,0,209770,12,9,1,5,0,3,2,0,0,40,22,2
17107.0,25,0,164488,13,13,6,6,1,3,1,0,0,40,26,2
17108.0,65,5,180869,10,10,2,5,4,3,2,0,0,35,22,2
17109.0,25,0,190350,12,9,1,5,6,5,2,0,0,40,22,2
17110.0,49,0,137192,13,13,6,3,1,0,1,0,1977,50,0,0
17111.0,45,0,204057,13,13,5,5,6,3,2,0,0,40,39,2
17112.0,46,0,198774,0,14,5,4,6,3,2,0,323,45,22,2
17113.0,67,0,134906,12,9,2,3,4,3,2,0,0,32,22,2
17114.0,40,0,174515,12,9,2,13,6,3,2,0,0,40,22,2
17115.0,51,0,259363,10,10,6,4,1,3,1,0,0,60,22,0
17116.0,44,1,201742,13,13,6,4,1,3,1,0,2415,50,22,0
17117.0,35,0,209609,12,9,6,1,1,3,1,0,0,60,22,2
17118.0,28,0,185127,10,10,1,3,4,3,1,0,0,40,22,2
17119.0,44,0,462838,12,9,5,12,4,3,2,0,0,48,22,2
17120.0,37,0,176967,10,10,6,7,1,3,1,0,0,50,22,0
17121.0,54,0,284129,10,10,6,1,1,3,1,0,0,45,22,0
17122.0,33,7,37546,6,15,6,6,2,3,2,0,0,40,22,0
17123.0,46,0,116666,12,9,5,4,4,3,2,0,0,40,22,2
17124.0,45,0,120724,0,14,6,4,1,3,1,4386,0,40,22,2
17125.0,27,0,314240,1,12,1,4,4,3,1,3325,0,40,22,2
17126.0,49,0,423222,0,14,6,3,1,3,1,0,0,50,22,0
17127.0,51,0,201127,12,9,5,3,4,3,1,0,0,45,22,2
17128.0,27,0,202239,12,9,6,12,1,3,1,0,0,40,22,2
17129.0,36,0,209629,12,9,6,13,1,3,1,0,0,40,22,2
17130.0,59,0,165922,13,13,6,6,1,3,1,15024,0,40,22,0
17131.0,24,0,133520,10,10,1,3,0,3,2,0,0,15,22,2
17132.0,66,6,99888,14,11,2,8,4,3,2,0,0,40,22,2
17133.0,31,0,176410,12,9,1,14,0,3,2,0,0,38,22,2
17134.0,35,7,103214,9,16,1,6,4,1,2,0,0,60,22,0
17135.0,34,0,122612,13,13,6,14,2,0,2,7688,0,50,19,0
17136.0,50,0,226735,10,10,6,2,1,5,1,0,0,70,22,0
